Name          ,Username      ,Club   ,Prefix,Mic,Alias,ID                ,Platform,Style  ,Personality
yoyohoneysinga,yoyohoneysinga,Slayers,[SLS] ,Yes,yoyo ,781739265788870667,Epic    ,Neutral,Neutral
